7,https://static.garfield.dale.ro/2009/ga090108.gif,I'm elected to the bad habits hall of fame! - CRUMPLE CRUMPLE -
46,https://static.garfield.dale.ro/2009/ga090216.gif,RIIING - RIIING - RIIING It can't be *that* important.
65,https://static.garfield.dale.ro/2009/ga090307.gif,Quiet day. - Garfield! Let me in! KNOCK! KNOCK! KNOCK! - Darn. It's back.
74,https://static.garfield.dale.ro/2009/ga090316.gif,"There was something I was planning to do today. - Oh, yeah. - This is it."
85,https://static.garfield.dale.ro/2009/ga090327.gif,Hey! Quite down in there! - Sorry. - I knew this slumber party was a bad idea.
86,https://static.garfield.dale.ro/2009/ga090328.gif,- Next Mouse- Hold Please - Sigh.
93,https://static.garfield.dale.ro/2009/ga090404.gif,"Life has many mysteries. - Mysteries that pique the intellect. - And, when dismissed, free a lot of time for eating."
96,https://static.garfield.dale.ro/2009/ga090407.gif,Anyone home? - No! - No one ever said birds were smart.
132,https://static.garfield.dale.ro/2009/ga090513.gif,I wonder if I may be serious for a moment. - Woo! Hoo! Woo woo!! - Apparently not.
138,https://static.garfield.dale.ro/2009/ga090519.gif,- - Today could use a dimmer switch.
151,https://static.garfield.dale.ro/2009/ga090601.gif,Some of these flavored coffees are pretty good. - SLUP Mmm. - Canary.
153,https://static.garfield.dale.ro/2009/ga090603.gif,"Are you packed for the fishing trip, Garfield? Yup - Got everything. - Cornmeal, butter, eggs, tartar sauce, buns, deep fryer and 200 miles of extension cord!"
154,https://static.garfield.dale.ro/2009/ga090604.gif,"Okay, Garfield. We're going to back the boat into the water. - Let me know when to stop. G'wan back. - That's good."
159,https://static.garfield.dale.ro/2009/ga090609.gif,"Sigh. Sigh. - Y'know? Fishing's great, Garfield...the fresh air... I smell bait. - The wildlife... Mosquitoes the size of canned hams. zzzzzzz - The solitude, the companionship. Stranded in a dinghy with Tweedledee and Tweedledum. - Kinda"
175,https://static.garfield.dale.ro/2009/ga090625.gif,Wow! - What a beautiful view! - I can see a cat food factory from here!
214,https://static.garfield.dale.ro/2009/ga090803.gif,- - Working at home has its disadvantages.
219,https://static.garfield.dale.ro/2009/ga090808.gif,"I brlieve in planning ahead. - Becaaauuuuse... - If you spend enought ime planning, you never actually have to do anything."
233,https://static.garfield.dale.ro/2009/ga090822.gif,"Ah! - Eggs! - Now, where's the nest with the bacon?"
238,https://static.garfield.dale.ro/2009/ga090827.gif,"- - Oh, the blight of urban sprawl."
245,https://static.garfield.dale.ro/2009/ga090903.gif,"- YAAAAAAH! - Hey, the leftove rcanary in the refrigerator is mine, pal!"
264,https://static.garfield.dale.ro/2009/ga090922.gif,- - Summer's over.
277,https://static.garfield.dale.ro/2009/ga091005.gif,What a day it's been! - - I'm theorizing here.
306,https://static.garfield.dale.ro/2009/ga091103.gif,No matter how little I do... - - ...I always feel I could do less.
337,https://static.garfield.dale.ro/2009/ga091204.gif,Jon's right. I haven't been very good this year. Maybe I'd better start. - - Ow.
361,https://static.garfield.dale.ro/2009/ga091228.gif,"*sigh* Christmas always ends so soon... - COME BACK, CHRISTMAS! - ...AND CAN YOU PICK UP SOME EGGNOG ON THE WAY?!"
