1,https://static.garfield.dale.ro/2012/ga120102.gif,I seek truth! - - But a cookie will do.
8,https://static.garfield.dale.ro/2012/ga120109.gif,"I'm a happy cat! I'm a happy cat! - Uh... - Boy, that donut wore off fast."
40,https://static.garfield.dale.ro/2012/ga120210.gif,"- BEWARE OF DOG - With a sign like that, you don't need a dog."
53,https://static.garfield.dale.ro/2012/ga120223.gif,"- BURP - Yep, I'm never off the clock."
123,https://static.garfield.dale.ro/2012/ga120503.gif,- BEWARE of Nothing - There's gotta be a catch...
135,https://static.garfield.dale.ro/2012/ga120515.gif,"It's National Tell-A-Lie Day! - - And, yes, I made that up."
153,https://static.garfield.dale.ro/2012/ga120602.gif,"Ah, ""Alice in Wonderland."" A timeless classic. - - That should keep the table from wobbling."
156,https://static.garfield.dale.ro/2012/ga120605.gif,Love... - GLOMP! - Is felleting.
190,https://static.garfield.dale.ro/2012/ga120709.gif,Cats know how to have fun. - - It's a carefully guarded secret.
195,https://static.garfield.dale.ro/2012/ga120714.gif,"Yay, team! - Oh, wait...I don't have a team. - More food for me."
225,https://static.garfield.dale.ro/2012/ga120813.gif,"I wonder what's going on in the world. - - You can tell I'm kidding, right?"
232,https://static.garfield.dale.ro/2012/ga120820.gif,The world exists for my amusement. - - This must be an intermission.
240,https://static.garfield.dale.ro/2012/ga120828.gif,"Now to enter my time travel machine. - Z - And, just like that, it's tomorrow!"
242,https://static.garfield.dale.ro/2012/ga120830.gif,- - I know a little something about decorating.
251,https://static.garfield.dale.ro/2012/ga120908.gif,- * - Smelled cookies.
253,https://static.garfield.dale.ro/2012/ga120910.gif,"People always ask me, ""Garfield, how do you do it?"" - And I always replay.. - ""Do what?"""
261,https://static.garfield.dale.ro/2012/ga120918.gif,KEEP OUT - STAY AWAY - TURN BACK! This has to be something good!
262,https://static.garfield.dale.ro/2012/ga120919.gif,"As you probably already know, cats are related to lions. - rowr - Boy, I could go for a gazelle burger about now."
270,https://static.garfield.dale.ro/2012/ga120927.gif,- - Day care.
298,https://static.garfield.dale.ro/2012/ga121025.gif,"Odie is climbing a tree. THUD - THUD - And, needless to say, digs aren't real good at that. THUD"
300,https://static.garfield.dale.ro/2012/ga121027.gif,My new movie is a twist on the old werewolf story. - It's about a girl from Iowa who turns into a cow. - It opens with a blood-curdling moo! I smell an Oscar.
302,https://static.garfield.dale.ro/2012/ga121029.gif,"Want to go to dinner and a movie? - Sure, we could do that, or... - I could transplant your brain into the body of a gorilla!! Eeeek! Never date a mad scientist."
313,https://static.garfield.dale.ro/2012/ga121109.gif,"I crave action! - Wait, that's not right. - I crave pudding!"
337,https://static.garfield.dale.ro/2012/ga121203.gif,So I have to be good for a whole month. Not a problem. - - This is gonna kill me!
