12,https://static.garfield.dale.ro/1993/ga930113.gif,I love refrigerator shopping! - I wonder what this lever does? - How convenient.
17,https://static.garfield.dale.ro/1993/ga930118.gif,Monday check. - SPLUT! HA! - FOOLEd YOU!
40,https://static.garfield.dale.ro/1993/ga930210.gif,- - Much better.
42,https://static.garfield.dale.ro/1993/ga930212.gif,"* - There's more than one way to get a cat down a tree. - Smart, real smart."
45,https://static.garfield.dale.ro/1993/ga930215.gif,"Jon says I have a bad attitude in the morning. - Well, some people have to ease into the day. - I feel better after I've killed something."
59,https://static.garfield.dale.ro/1993/ga930301.gif,"Boy, the days fly by fast...seems every time you turn around... - SPLUT! - It's monday again."
109,https://static.garfield.dale.ro/1993/ga930420.gif,Thank you for that standing ovation! - - COME BACK HERE!
145,https://static.garfield.dale.ro/1993/ga930526.gif,"My uncle Bob was quite the sage. - ""Slow down, take it easy."" he used to say... - Then ge got hit by a bus."
147,https://static.garfield.dale.ro/1993/ga930528.gif,How to KILL A Spider - SLAM! - How to KILL A Spider
148,https://static.garfield.dale.ro/1993/ga930529.gif,- zip - I must have been upwind.
150,https://static.garfield.dale.ro/1993/ga930531.gif,I didn't get enough sleep last night. - I slept the whole time. - But the night just wasn't long enough.
157,https://static.garfield.dale.ro/1993/ga930607.gif,There's Odie's tongue. - - This probably means he's in the building somewhere.
158,https://static.garfield.dale.ro/1993/ga930608.gif,"Filling in for Odie today will be this piece of cardboard! - Oh. hi, Odie. - Pssst, try to look dumber."
174,https://static.garfield.dale.ro/1993/ga930624.gif,"I don't suppose it would hurt to ask. - May I borrow a cup of sparrow? - Actually, it did hurt."
183,https://static.garfield.dale.ro/1993/ga930703.gif,"Cats are primal creatures. - Yep, it's survival of the fittest. - I think I'll go wrestle a meat loaf."
195,https://static.garfield.dale.ro/1993/ga930715.gif,"YAWN! - Hey, I did a sit-up! - Suddenly I have this urge to make an exercise video!"
196,https://static.garfield.dale.ro/1993/ga930716.gif,- -
204,https://static.garfield.dale.ro/1993/ga930724.gif,click click click click - click click click click click click click click - I kind of enjoy it when there's nothing good on. click click click click click click click click click click
218,https://static.garfield.dale.ro/1993/ga930807.gif,"If Jon's personality was any less colorful, he'd be invisible. - - Right, Jon?"
243,https://static.garfield.dale.ro/1993/ga930901.gif,"EEK! THERE'S A SPIDER IN THE COOKIE JAR! - - Would you hand me a chocolate chip cookie, please?"
256,https://static.garfield.dale.ro/1993/ga930914.gif,- ** Yo de lay hee hoo * -
259,https://static.garfield.dale.ro/1993/ga930917.gif,"Spider, this house isn't big enough for both of us. - Well, actually it probably is... - So let's just do this for fun. WHAP!"
262,https://static.garfield.dale.ro/1993/ga930920.gif,"I'm so proud of myself. - I'm down to one cup of coffee a day. - However, I am up to 50 doughnuts."
278,https://static.garfield.dale.ro/1993/ga931006.gif,"I'm not at my best in the morning. - Of course, this is afternoon. - Which should give you an idea of what mornings are like."
305,https://static.garfield.dale.ro/1993/ga931102.gif,"I've decided to become a mime! - - I call this ""a cat lust lying there""."
309,https://static.garfield.dale.ro/1993/ga931106.gif,"I could lie here as usual . Or, dom something radical, like getting up. - Or, work out a compromise."
318,https://static.garfield.dale.ro/1993/ga931115.gif,I can't decide what to watch. click click click - click click click click -Which is pretty entertaining. click click click
341,https://static.garfield.dale.ro/1993/ga931208.gif,"Decorations, presents, - Caroling, presents, mistletoe and presents. - Six things I love about Christmas."
