1,https://static.garfield.dale.ro/2006/ga060102.gif,"Here I come, world! - What's that? - The world wants five more minutes."
33,https://static.garfield.dale.ro/2006/ga060203.gif,"Just look at that snow... - There's something strangely entertaining about watching it snow... - Of course, watching Jon with his tongue stuck to the mailbox ups the entertainment value considerably."
45,https://static.garfield.dale.ro/2006/ga060215.gif,- DO NOT DISTURB - Z
47,https://static.garfield.dale.ro/2006/ga060217.gif,"Ah! There's Mrs. Feeny... - Say hello to my snowball, you old crank. - ...with the amazing throwing arm. SPLUT!"
48,https://static.garfield.dale.ro/2006/ga060218.gif,"I have wasted almost this entire day. - - Quiet, please, I'm in the home stretch."
57,https://static.garfield.dale.ro/2006/ga060227.gif,I like to stay... - ...what do they call that thing?... - Active!
59,https://static.garfield.dale.ro/2006/ga060301.gif,BURP! - beep! beep! beep! All right! - beep! beep! beep! beep! I set off a car alarm!
61,https://static.garfield.dale.ro/2006/ga060303.gif,- Keep of the Grass -
92,https://static.garfield.dale.ro/2006/ga060403.gif,"Time to spring into action! - Huuuuut! - The spirit is weak, but the springer is weak."
110,https://static.garfield.dale.ro/2006/ga060421.gif,There's a great big world out there! Really? - Yup. - Say it IS big. Hey!
118,https://static.garfield.dale.ro/2006/ga060429.gif,"Citizens in distress, you say?! THIS is a job for... - - Indecisive Man."
212,https://static.garfield.dale.ro/2006/ga060801.gif,"* lah, lah, lah, lah, lah, lah... - GAAAHHHHH - * lah, lah, lah Guess who's taken up needlepoint?"
213,https://static.garfield.dale.ro/2006/ga060802.gif,"SLAM! Garfield, I'm hom- - GUCK! - Dumb door! Stupid necktie! He does know how to make an entrance."
214,https://static.garfield.dale.ro/2006/ga060803.gif,"Garfield, I'm home! - Could you help me... - -with these groceries?"
215,https://static.garfield.dale.ro/2006/ga060804.gif,"Garfield, I'm having that dream again. - The one where I'm locked outside without my pants on. - I am dreaming, aren't I? Now comes the good part."
227,https://static.garfield.dale.ro/2006/ga060816.gif,"I have a scrapbook. - It's full of things I've clawed. - Well, it used to be."
240,https://static.garfield.dale.ro/2006/ga060829.gif,I think I'll stare off into space and daydream. - Nuts. - It's a rerun.
244,https://static.garfield.dale.ro/2006/ga060902.gif,"I'm in a really, really bad mood. - - Hey, Jon! You gotta see this!"
300,https://static.garfield.dale.ro/2006/ga061028.gif,"Welcome to ""Garfield's Horror Theater"". - WE'RE OUT OF COOKIES! - You have been watching ""Garfield's Horror Theater""."
345,https://static.garfield.dale.ro/2006/ga061212.gif,- - Is my nose really that big?
