21,https://static.garfield.dale.ro/1996/ga960122.gif,"When will I EVER learn not to climb trees? - When will I ever, EVER learn? - Not today, THAT'S for darn sure."
22,https://static.garfield.dale.ro/1996/ga960123.gif,I wonder why I do this...is it because I crave attention?... - Or is it just because I'm stupid? - Hey everybody? Look at the stupid cat! ...or both.
23,https://static.garfield.dale.ro/1996/ga960124.gif,"Hey, cat! Mind if I take your picture? A reporter! - It'll make a great human interest story for my paper! Call it what it is, pal... ""cheap sensationalism""! - FLASH!"
24,https://static.garfield.dale.ro/1996/ga960125.gif,Stuck in a stupid tree. - It couldn't possibly get any worse. - Good grief!
25,https://static.garfield.dale.ro/1996/ga960126.gif,Uh-ho. It's getting dark. - FLAP! FLAP! FLAP! FLAP! FLAP! FLAP! FLAP! FLAP! FLAP! FLAP! FLAP! - You new in town?
101,https://static.garfield.dale.ro/1996/ga960411.gif,That's it! This is the last tree I'm ever going to climb! - Wait a minute... - That didn't come out right.
102,https://static.garfield.dale.ro/1996/ga960412.gif,"Hee, hee, that kind of tickles. - flap flip flip flap flap flap flap flap flip flap flap flip flap flap flap flip flap flap flip flap flap - EEEERRRGGHH"
113,https://static.garfield.dale.ro/1996/ga960423.gif,Invisible friends like Clive are great. - They're always there when you need them. - Uh...I think.
114,https://static.garfield.dale.ro/1996/ga960424.gif,"So. Clive, where were you born? - Invisible county hospital? Never heard of it. - Yeah, right. Never seen it either."
129,https://static.garfield.dale.ro/1996/ga960509.gif,- -
161,https://static.garfield.dale.ro/1996/ga960610.gif,CLONK! - I'm attracting a more sophisticated audience. - That was an Italian shoe.
171,https://static.garfield.dale.ro/1996/ga960620.gif,Now THAT'S a big tree. - -
173,https://static.garfield.dale.ro/1996/ga960622.gif,Z - Z - Z
175,https://static.garfield.dale.ro/1996/ga960624.gif,"Please don't swat me! - Okay, promise. - STOMP!"
177,https://static.garfield.dale.ro/1996/ga960626.gif,- Wait!! What? - I've already seen that section.
178,https://static.garfield.dale.ro/1996/ga960627.gif,That's odd. - A brown ring... -
179,https://static.garfield.dale.ro/1996/ga960628.gif,Swat me! Swat me flat! - I don't take orders from you! - I guess I showed him who's boss araound...hey! Hee hee hee
180,https://static.garfield.dale.ro/1996/ga960629.gif,- - Cartwheels.
187,https://static.garfield.dale.ro/1996/ga960706.gif,"I'm too tired to go on. - Of course, I have no place to go anyway. - That worked out pretty well."
189,https://static.garfield.dale.ro/1996/ga960708.gif,Cats are very possessive. - We always mark our own territory. - MINE
204,https://static.garfield.dale.ro/1996/ga960723.gif,- FLING! -
206,https://static.garfield.dale.ro/1996/ga960725.gif,click click click click click - Hey! click click click click - He gets more channels than we do! click click click
224,https://static.garfield.dale.ro/1996/ga960812.gif,- - That's the last time I hand out programs.
225,https://static.garfield.dale.ro/1996/ga960813.gif,I'll now take requests from the audience. - Any requests? - ...any audience?
227,https://static.garfield.dale.ro/1996/ga960815.gif,- You're out of fruit! what are you going to do?! - GONK!
253,https://static.garfield.dale.ro/1996/ga960910.gif,- - Wipe your feet!
259,https://static.garfield.dale.ro/1996/ga960916.gif,The Caped Avanger! Faster than a speeding delivery truck Tougher than Taffy! - Able to eat a large pepperoni pizza in a single bite! - ...with anchovies!
268,https://static.garfield.dale.ro/1996/ga960925.gif,A cat's keen sense of hearing ca help him identify his prey. - CRUNCH! munch munch munch munch - Toast.
294,https://static.garfield.dale.ro/1996/ga961021.gif,- zwip zwip zwip zwip zwip zwip zwip - I hate mondays.
315,https://static.garfield.dale.ro/1996/ga961111.gif,"I'm not going to climb you, tree. - I don't care what you do. - Now THAT'S unfair."
317,https://static.garfield.dale.ro/1996/ga961113.gif,Being stuck in a tree isn't so bad. - I'll just sit here and enjoy the view. - ...for the rest of my life.
322,https://static.garfield.dale.ro/1996/ga961118.gif,"Monday, I'm not afraid of you! - In fact, I laugh into your face! - HA! HA! HA! HA! HA! zzzzzzz"
324,https://static.garfield.dale.ro/1996/ga961120.gif,Oops. - ssssssss - Bottom of the pot again!
331,https://static.garfield.dale.ro/1996/ga961127.gif,TAPPITY TAPPITY TAPPITY - DONK - I'll be glad when tomatoes are back in season.
332,https://static.garfield.dale.ro/1996/ga961128.gif,I'd like to ask for a volunteer from the audience! - - I'd like to ask for an audience.
334,https://static.garfield.dale.ro/1996/ga961130.gif,tappity tappity tappity - - Rehearsal.
343,https://static.garfield.dale.ro/1996/ga961209.gif,It's the holiday season! - I just love this time of year. - It makes me feel greedy all over!
346,https://static.garfield.dale.ro/1996/ga961212.gif,- BAM BAM BAM - SMOOOOOOCH
350,https://static.garfield.dale.ro/1996/ga961216.gif,"Looks like it's gonna be a good crop this year! - Can't wait for the harvest. - Yes, they're almost ripe."
359,https://static.garfield.dale.ro/1996/ga961225.gif,Garfield - Garfield - Merry Christmas.
