0,https://static.garfield.dale.ro/1987/ga870101.gif,"It's time to clean the fridge, Garfield. I'll call a S.W.A.T. team. - Grim. - I haven't seen these olives in years. And it's only halfway back."
1,https://static.garfield.dale.ro/1987/ga870102.gif,"You're a very brave cat, Garfield, and I know you want me to be proud of you. - ZOOM! - He can smell a visit to the vet a mile away."
2,https://static.garfield.dale.ro/1987/ga870103.gif,POOKY! - HOW DARE YOU HARM MY TEDDY BEAR! pop - BAP BAP BAP BAP BAP
4,https://static.garfield.dale.ro/1987/ga870105.gif,"Attention, lounge lizards! This is your week in the sun. Today we begin celebrating ""National Lazy Week""! - What's so great about being lazy, you say? - What if war were declared and nobody showed?"
5,https://static.garfield.dale.ro/1987/ga870106.gif,Is National Lazy Week for you? Ask yourself this: - Would you be willing to lead a parade in celebration of the lazy life? - If the answer is yes...you're all wrong for Lazy Week.
6,https://static.garfield.dale.ro/1987/ga870107.gif,"Never confuse being lazy with being apathetic. We lazy people are not apathetic. - Apathetic people don't care about anything. - Lazy people care, we just don't do anything about it."
7,https://static.garfield.dale.ro/1987/ga870108.gif,"Do people call you ""worthless""? Do people call you a ""couch potato""? - Why should we be held up to public ridicule just because we subscribe to a kinetically passive lifestyle. We should stand up for ourselves! - THE NEXT TIME PEOPLE CALL YOU"
8,https://static.garfield.dale.ro/1987/ga870109.gif,"Don't forget the National Lazy Week motto, lazy people. ""There must be an easier way"". - Many great ideas have been spawned from that noble sentiment. - You can bet it wasn't an exercise freak who invented power steering."
9,https://static.garfield.dale.ro/1987/ga870110.gif,"For those of you who want to stop abusing your bodies through fanatic exercise, but can't muster the willpower... - You can now join ""Garfield's Exercisers Anonymous"". - Every time you feel an uncontrollable urge to jog, I send someone over"
11,https://static.garfield.dale.ro/1987/ga870112.gif,"Isn't this great, Garfield? We have a whole day of fishing ahead of us! Hotcha. - HEY! WHERE's THE BAIT? Bait? - GARFIELD! I thought it was sushi."
12,https://static.garfield.dale.ro/1987/ga870113.gif,"Actually, Garfield is pretty easy to care for. - Cats are so clean, always primping and washing themselves. - We're out of foot powder. Almost to a fault."
13,https://static.garfield.dale.ro/1987/ga870114.gif,"Ah, my dear, you're as lovely as ever, but, you look so stiff and formal in that outfit. - Why don't you slip into something more comfortable? - LIKE ME!"
14,https://static.garfield.dale.ro/1987/ga870115.gif,- CHOMP! - SPRONG!
15,https://static.garfield.dale.ro/1987/ga870116.gif,Just what is an heirloom? - A heirloom is something that's been in your family for generations... - That no one's had the guts to pitch out.
16,https://static.garfield.dale.ro/1987/ga870117.gif,zzzzzzz - zzzzzzz - zzzzzz Just as I suspected.
18,https://static.garfield.dale.ro/1987/ga870119.gif,GARFIELD! WAKE UP! - I've made a decision that could alter the course of my entire life. - I have decided to grow a mustache. I suppose I could blame this on monday.
19,https://static.garfield.dale.ro/1987/ga870120.gif,"Notice anything different about me, Garfield? You're not drinking out of your Binky The Clown mug. - I think my mustache is coming in rather nicely. That's not your cocoa? - Wanna touch it? It feels really weird. Hey, buddy, I have to eat"
20,https://static.garfield.dale.ro/1987/ga870121.gif,Look Odie! A hideous hairy monster is nesting under Jon's nose! - Maybe it'sll spread and cover the rest of his face. - Are you making fun of me? IT MOVED!
21,https://static.garfield.dale.ro/1987/ga870122.gif,"Mustaches do strange things to people. - They make some guys think they're someone they're not. - Frankly, my dear, I don't give a darn. I don't feel safe here anymore."
