0,https://static.garfield.dale.ro/1992/ga920101.gif,"That's enough tummy scratching for one day. - You mean I should turn over so you can scratch my back? - GET UP! You mean I should stand, so you can scratch my tummy AND my back?"
1,https://static.garfield.dale.ro/1992/ga920102.gif,"My legs! - I can't feel my legs!! - MEDIC!!! Very funny, Jon."
2,https://static.garfield.dale.ro/1992/ga920103.gif,The mailman is here! - - The mailman and his big dog are here!
3,https://static.garfield.dale.ro/1992/ga920104.gif,- - Beware Of Dog
5,https://static.garfield.dale.ro/1992/ga920106.gif,Hey! The first snowflake of the season! - - ...followed by the first freak blizzard of the season.
6,https://static.garfield.dale.ro/1992/ga920107.gif,"Garfield, take a look outside and see what the weather is like, . Did it snow last night? - Yes, it did."
7,https://static.garfield.dale.ro/1992/ga920108.gif,"Ah, winter...the snowflakes gently falling... - The hills blanketed in white... - The cat's face frozen in the birdbath. Just get the ice pick."
8,https://static.garfield.dale.ro/1992/ga920109.gif,"DOOF! - DOOF DOOF doof doof doof DOOF DOOF DOOF DOOF DOOF DOOF DOOF DOOF - Might we have a word with ""The Mad Doofer""?"
9,https://static.garfield.dale.ro/1992/ga920110.gif,"Garfield, hurry up! I'm getting tired! gripe gripe gripe - And I'm freezing, too! You can't rush art, you big crybaby. - The things I do for my pets. Hold still."
10,https://static.garfield.dale.ro/1992/ga920111.gif,"Here's something for all you mischievous-yet-polite types out there. - - GARFIELD! I call it the ""have a nice day"" snowball."
12,https://static.garfield.dale.ro/1992/ga920113.gif,"I'm going to run five miles! - Big deal. I've done that. - Not all at once, but over my lifetime that sounds about right."
13,https://static.garfield.dale.ro/1992/ga920114.gif,"The fair thing would be to split this cookie in half. What do you thik, Garfield? - I can't make decisions on an empty stomach. - That's better. Let's seeee... You're right. We should split it."
14,https://static.garfield.dale.ro/1992/ga920115.gif,"Garfield, don't you think the mice in this house are getting out of hand? - - Define ""out of hand""."
15,https://static.garfield.dale.ro/1992/ga920116.gif,"- Finally, a nice, peaceful meal. - CRUNCH! Have you seen my lucky rock?"
16,https://static.garfield.dale.ro/1992/ga920117.gif,"- - Yes, yes, the excitement level of this room rose dramatically upon my arrival."
17,https://static.garfield.dale.ro/1992/ga920118.gif,"- RIP ACK! - GARFIELD! Call me ""Spot""!"
19,https://static.garfield.dale.ro/1992/ga920120.gif,"Know why I'm wearing a suit, Garfield? - All of your other clothes are dirty? - I'm going out! To buy another suit?"
20,https://static.garfield.dale.ro/1992/ga920121.gif,I have a date with the most beautiful woman on the planet tonight! - - And which planet would that be? I heard that!
21,https://static.garfield.dale.ro/1992/ga920122.gif,"Jon has a big date tonight. - He's choosing his wardrobe very carefully. - Garfield, should I wear the squirting of the exploding tie? We wouldn't want to make the wrong impression."
22,https://static.garfield.dale.ro/1992/ga920123.gif,"Last night's date was like a fairy tale, Garfield. - At midnight she ran out of the restaurant. - She left one of her steel-toed work boots behind. Let's go to the foundry and find who it fits."
23,https://static.garfield.dale.ro/1992/ga920124.gif,"I give up, Garfield. Depression. - Women are all alike. Anger. - To them I'm just another cute guy ion a great suit. Hallucinations."
24,https://static.garfield.dale.ro/1992/ga920125.gif,"Did you know that pets are good for exercise? - Burp - "
26,https://static.garfield.dale.ro/1992/ga920127.gif,"YAWN - After a full night's sleep I'm still sleepy. - That's not a complaint, mind you."
27,https://static.garfield.dale.ro/1992/ga920128.gif,ALRIIIIGHT! MY BED! - OH YES! OH YES! I'M GOING TO TAKE A NAP NOW! - I suggested that Garfield be more enthusiastic about life. Z
28,https://static.garfield.dale.ro/1992/ga920129.gif,"Gee, that pizza delivery boy looke familiar. - This box is empty! - GARFIELD! You forgot to tip me."
29,https://static.garfield.dale.ro/1992/ga920130.gif,"boing boing FRIENDLY DOG!! - boing SLURP boing lick SLURP! SLURK SLOORK boing boing lick - Save yourself, Jon! FRIENDLY DOG!!!"
30,https://static.garfield.dale.ro/1992/ga920131.gif,"As per your instructions, henceforth, I will no longer be scratching the furniture with my claws. - PUT DOWN THAT POWER SANDER!"
31,https://static.garfield.dale.ro/1992/ga920201.gif,"KILL CAT!! KILL CAT!! Do you have an appointment? - Uh, no. Sorry. - Darn. If I let you kill me without an appointment, I have to let everybody kill me without an appointment."
33,https://static.garfield.dale.ro/1992/ga920203.gif,"This is the All Pet Network. - And now it's time for every cat's favorite show... - ""HARASS THE DOG!"" Finally...quality television."
34,https://static.garfield.dale.ro/1992/ga920204.gif,Don'T change the channel. - We know where you live... - The rating wars escalate.
35,https://static.garfield.dale.ro/1992/ga920205.gif,Just when you think they have televised every sport... - YOW! - There's blindfolded darts.
36,https://static.garfield.dale.ro/1992/ga920206.gif,"Well, Garfield, we can get a good night's sleep... - Or we can stay up and watch ""Revenge of the Killer Worms"". - ""Bait store owner learns not to tease the inventory"". I'll make the popcorn."
37,https://static.garfield.dale.ro/1992/ga920207.gif,"Hmmph, another movie about the heroic feats of a kind-hearted, lovable dog. - Why is it you never see anything like that about kind-hearted, lovable cats? - Move or die, bean brain."
38,https://static.garfield.dale.ro/1992/ga920208.gif,Only an idiot would watch a show this bad. - CLICK! - It was a rerun anyway.
40,https://static.garfield.dale.ro/1992/ga920210.gif,YAAAAAAAWWN - BURRRRRRRP... scratch scratch scratch - HAAAACK koff koff koff Cats say the cutest things.
41,https://static.garfield.dale.ro/1992/ga920211.gif,Hmmm...one scoop or two? - SCOOP SCOOP SCOOP SCOOP  SCOOP SCOOP SCOOP - I'll leave ONE scoop.
42,https://static.garfield.dale.ro/1992/ga920212.gif,This calls for a mop. - - SCHLOP
43,https://static.garfield.dale.ro/1992/ga920213.gif,"It says here, ""People with pets live longer"". - - Maybe it just seems longer."
44,https://static.garfield.dale.ro/1992/ga920214.gif,Dogs can do tricks. Why can't cats? - Says who? - Pick a card.
45,https://static.garfield.dale.ro/1992/ga920215.gif,- trip Oops. - munch munch Clumsy me.
47,https://static.garfield.dale.ro/1992/ga920217.gif,"This, students, is the domesticated house cat. Z - Descendant of the mighty lion... Z - Now degenerated into this. Sad. I have a sudden urge to wake up and kill something."
48,https://static.garfield.dale.ro/1992/ga920218.gif,"I want you to ""get"" that mouse, Garfield. - I think you know what I mean. Yes, I do. - Hey, mouse! Your mother dresses you funny!"
49,https://static.garfield.dale.ro/1992/ga920219.gif,"Here, Garfield, lure the mouse with this cheese. - - It doesn't seem to be working."
50,https://static.garfield.dale.ro/1992/ga920220.gif,What's this in my water bowl? - It appears to be an inner tube. - Is the pool closed? I'll never drink water again.
51,https://static.garfield.dale.ro/1992/ga920221.gif,"A mouse, Garfield! Get it!! - - The mighty hunter. I think I strained my shoulder. Do we have any Liniment?"
52,https://static.garfield.dale.ro/1992/ga920222.gif,"It's been nice chatting with you, but now it's time for my lunch. - - Or maybe not."
54,https://static.garfield.dale.ro/1992/ga920224.gif,Jon should be making my breakfast. Z - But it's hard for him to wake up. Z - Which is why god made the water balloons. Z
55,https://static.garfield.dale.ro/1992/ga920225.gif,SWAT! - I've invented the dogswatter! - With the help of my local assistant here.
56,https://static.garfield.dale.ro/1992/ga920226.gif,- - I wonder if other people's pets have wild mood swings? grrrr grrrr
57,https://static.garfield.dale.ro/1992/ga920227.gif,People say dogs are better at tricks than are cats. - - AS IF THAT WERE SOMETHING TO BE PROUD OF!!!
58,https://static.garfield.dale.ro/1992/ga920228.gif,"Keep away from my food, Garfield! - Go on! Farther! - That's better."
59,https://static.garfield.dale.ro/1992/ga920229.gif,"Here, Odie! Catch the ball. - Good boy! - munch munch munch"
61,https://static.garfield.dale.ro/1992/ga920302.gif,"I have a surprise for you, Garfield. Here's a hint. - MOO! MOOOOO!! OINK OINK buck-buck buck-AAW! - We're going to the farm! I thought you got a date."
62,https://static.garfield.dale.ro/1992/ga920303.gif,"C'mon, Garfield, we still have to load the car! - Hurry up, will you?! Get real. - The only thing I do fast is go to sleep."
63,https://static.garfield.dale.ro/1992/ga920304.gif,- - Next trip you're riding in the trunk.
64,https://static.garfield.dale.ro/1992/ga920305.gif,"It's a beautiful day in the country, Garfield. I'm dying. - Sun shining, birds singing... It won't be long now. - Isn't life grand? I should never have eaten that frog."
65,https://static.garfield.dale.ro/1992/ga920306.gif,"Here are some sandwiches for your trip home. Thanks, mom. - And a sweater. Uh, thanks. - And a spare tire. MOM! She made it herself."
66,https://static.garfield.dale.ro/1992/ga920307.gif,"Push-ups are good for you, Garfield! - Riiiight. - Who is he kidding?"
68,https://static.garfield.dale.ro/1992/ga920309.gif,"Ah, 'tis sleeping beauty! Z - SMACK! - tooey! tooey! tooey! And they lived happily ever after."
69,https://static.garfield.dale.ro/1992/ga920310.gif,"Wow! That's some Sundae, Garfield! - But, I thought we were out of ice cream. - We are. There's a steak under there."
70,https://static.garfield.dale.ro/1992/ga920311.gif,Self-control is a noble quality. - BOOT! - It's also quite elusive.
71,https://static.garfield.dale.ro/1992/ga920312.gif,"Garfield, don't you think you're a little too self-centered? - Me? Self-centered? - Get real."
72,https://static.garfield.dale.ro/1992/ga920313.gif,"- CRASH! - Aim a little off today, Garfield? This takes like linoleum!"
73,https://static.garfield.dale.ro/1992/ga920314.gif,"Eating right is easy. - Each day I eat from the four basic food groups. - Breakfast, lunch, dinner and snacks."
75,https://static.garfield.dale.ro/1992/ga920316.gif,"We're a bit slow today, hon. - Our cook went home sick. Flu? - Anthrax. This is where I run screaming into the street."
76,https://static.garfield.dale.ro/1992/ga920317.gif,"Irma, do you give free refills on coffee? - Interesting question. - No one's ever asked for a second cup. Antidote, please."
77,https://static.garfield.dale.ro/1992/ga920318.gif,"What's good today, Irma? - - What's edible today, Irma? Try the meat loaf."
78,https://static.garfield.dale.ro/1992/ga920319.gif,"Uh, Irma, I don't mean to complain... - But, there's a hoof in my meat loaf. - OH, NO! THIS HAS NEVER HAPPENED BEFORE! - Uh, Irma, I don't mean to complain..."
79,https://static.garfield.dale.ro/1992/ga920320.gif,"I'll have the spaghetti, Irma. - Do you want that on a plate? Of course I do! - WELL EXCUSE ME, MISTER PICKY! IS IT TOO MUCH TO BE ACCORDED THE SAME AMENITIES OTHERS GET?! I'M A PERSON TOO, YOU KNOW!! I'll just have a small slice of life,"
80,https://static.garfield.dale.ro/1992/ga920321.gif,CHOMP CHOMP GOBBLE GULP - * BING! - Breakfast is over. Now lunch begins.
82,https://static.garfield.dale.ro/1992/ga920323.gif,"Believe it or not, Garfield, the world does NOT revolve around you! - - Although you are big enough for it to! One shot at a time, please."
83,https://static.garfield.dale.ro/1992/ga920324.gif,"Anything I can do, your majesty? Peel me agrape. - Pluck me achicken? I was being sarcastic. Barbecue me a heifer!"
84,https://static.garfield.dale.ro/1992/ga920325.gif,"Burp. - Garfield, where's my goldfish?! Uh, we did lunch. - There's nothing in the bowl! Just like him to skip out on the check."
85,https://static.garfield.dale.ro/1992/ga920326.gif,"What happened here, Garfield?! - You wouldn't understand. - YOU'VE DESTROYED THE HOUSE! You figured it out!"
86,https://static.garfield.dale.ro/1992/ga920327.gif,"People have different ways of handling depression. - Some cry, some mope around. - CRASH! Some tie shoelaces together."
87,https://static.garfield.dale.ro/1992/ga920328.gif,I'm not tying Jon't shoelaced together anymore. - It's too dull. - Mister Funny MAn! I'm forginf new frontiers.
89,https://static.garfield.dale.ro/1992/ga920330.gif,"Look at those people going to work. - There's a word for such noble, hard-working folks... - ""Peasants""."
90,https://static.garfield.dale.ro/1992/ga920331.gif,The night stalker closes in on his prey. - SNAP - And spends the rest of the evening with his lips in a mousetrap.
91,https://static.garfield.dale.ro/1992/ga920401.gif,- - Darn gravity.
92,https://static.garfield.dale.ro/1992/ga920402.gif,"Well, it took a lot of work. - But it's worth it. - Garfield's ""Birdbath of Death""."
93,https://static.garfield.dale.ro/1992/ga920403.gif,"Z - Z - Z Oh, sure. Start without me!"
94,https://static.garfield.dale.ro/1992/ga920404.gif,- I wonder if Jon will be able to fiy my alarm clock?... - Once I've broken it.
96,https://static.garfield.dale.ro/1992/ga920406.gif,"New neighbors, Garfield. - Doesn't look good. - If the yak gets off the leash, I'm outta there."
97,https://static.garfield.dale.ro/1992/ga920407.gif,BEWARE OF THE DOG - Want to see the slides of my vacation? - YAAAAAHHHH!!!
98,https://static.garfield.dale.ro/1992/ga920408.gif,"whine whine whine Here, Odie. I'll open the door for you. - whine whine whine -"
99,https://static.garfield.dale.ro/1992/ga920409.gif,** - * - I doidn't know you could whistle! I ate a canary. *
100,https://static.garfield.dale.ro/1992/ga920410.gif,"I really don't get going until that first cup of coffee. - SLUP! - Not that I DO get going, but, I could get going if I wanted."
101,https://static.garfield.dale.ro/1992/ga920411.gif,You're making me look bad. - Sorry. - How's this? Better.
103,https://static.garfield.dale.ro/1992/ga920413.gif,"I think Jon's mad at me. - But, he should know better than to wake me so early in the morning. - Mare mar my lips?! I think your lips are under the sofa."
104,https://static.garfield.dale.ro/1992/ga920414.gif,- - Z
105,https://static.garfield.dale.ro/1992/ga920415.gif,YAWN - YAWM - Yawned too big.
106,https://static.garfield.dale.ro/1992/ga920416.gif,"- I love helping Jon clean the refrigerator... - We make sandwiches out of everything! Now if I spread peanut butter on the pickles, the peas won't roll off..."
107,https://static.garfield.dale.ro/1992/ga920417.gif,"GARFIELD! - Did you eat my licorice? - Who, me?"
108,https://static.garfield.dale.ro/1992/ga920418.gif,- - We're having some fun now.
110,https://static.garfield.dale.ro/1992/ga920420.gif,"RUNAWAY, DOUGHNUT! - - CHOMP! It didn't have a chance."
111,https://static.garfield.dale.ro/1992/ga920421.gif,Time to feed Garfield! - Time to eat! - You're late again! - I gotta work on my timing.
