1,https://static.garfield.dale.ro/1989/ga890102.gif,"Well, Garfield, it looks like we packed on a little weight over the holidays. What do you mean ""wee."" fat-man? - Only humans gain weight. - Cats get more ""buddhaesques"". pat pat"
2,https://static.garfield.dale.ro/1989/ga890103.gif,"Garfield, we are going on a diet. Uh...just what do you mean by ""we""? - By ""we"", do you mean you and this blanket? - I don't think I'm getting through to him. Odie, Jon has some bad news for you."
3,https://static.garfield.dale.ro/1989/ga890104.gif,"Garfield, you shouldn't take food for Garfield. - - He's right. An artificial color died to provide me with this meal."
4,https://static.garfield.dale.ro/1989/ga890105.gif,This salad needs something. - I think I'll garnish it. - WITH A HAM! WHAM!
5,https://static.garfield.dale.ro/1989/ga890106.gif,"As a reward for staying on your diet, I'm going to allow you to have some sugar with your coffee today. - - Let me rephrase that"
6,https://static.garfield.dale.ro/1989/ga890107.gif,"Garfield, I know dieting is though fo you. - But, you've really sunk to the depths this time! - Hey! I'm sure I'm not the first Dieter to lick the pages of his candy wrapper collection."
8,https://static.garfield.dale.ro/1989/ga890109.gif,"Maybe watching television will take my mind off this diet. - And now, back to...Bowling for the Meat Loaf. -"
9,https://static.garfield.dale.ro/1989/ga890110.gif,I'll just put some pepper on my carrot here. - Hey! Wait a minute! - That tastes like chocolate cake! Let's hear it for food processors.
10,https://static.garfield.dale.ro/1989/ga890111.gif,Diets - Diets are like Jon's socks... - They stink.
11,https://static.garfield.dale.ro/1989/ga890112.gif,"Ah, it says here carrots are on my diet. - And this is a ""carrot"" cake. - A LOOPHOLE!"
12,https://static.garfield.dale.ro/1989/ga890113.gif,"- - Yes, even your toe is overweight."
13,https://static.garfield.dale.ro/1989/ga890114.gif,"Here you go, Garfield. PLOP - Leftovers. Leftover from what? - SPLAT! THE SPANISH INQUISITION?"
15,https://static.garfield.dale.ro/1989/ga890116.gif,"Garfield, I worry about you. - I know you hate getting up... - But, lynching the alarm clock? I had it coming."
16,https://static.garfield.dale.ro/1989/ga890117.gif,I tried to impress my date with humor tonight. Uh-oh. - At dinner I stuck carrot sticks in my ears and smeared mashed potatoes all over my face. Then what happened? - Then she borrowed a quarter and called the police. Ouch.
17,https://static.garfield.dale.ro/1989/ga890118.gif,"Mr. Arbuckle, it's about your cat... - As a government employee I deserve respect. - And I'm not getting any. What's a matter? Can't take a joke?"
18,https://static.garfield.dale.ro/1989/ga890119.gif,"You call this taking care of the mouse problem? keep a safe distance, Jon. - You are not normal. This is going to work. - Feed 'em 20 pounds of cheese and watch'em explode!"
19,https://static.garfield.dale.ro/1989/ga890120.gif,"This is a great book. - ""Things To Do ON A Rainy Day"" - Do you feel a draft in here? - Chapter one: ""Fun With The Electric Razor""."
20,https://static.garfield.dale.ro/1989/ga890121.gif,"This is fun. - Garfield, how many sardines do you hav ein your mouth? One hundred nineteen. - WHY?! I'm playing fish hatchery."
22,https://static.garfield.dale.ro/1989/ga890123.gif,"I hate morning, I hate monday, I hate january. - SLAM - And I REALLY hate having the windowsill slam down on your fingers."
23,https://static.garfield.dale.ro/1989/ga890124.gif,The bedroom is freezing this morning. - I'd better turn the heat up. - OR GET THE CAT OFF THE CRATE!
24,https://static.garfield.dale.ro/1989/ga890125.gif,"Gee, a new coffee with twice the caffeine. - It even comes with a tiny crowbar. - To pry your fingers off the cup. WHOAH!"
25,https://static.garfield.dale.ro/1989/ga890126.gif,"- SPLANG - Ah yes, the ol' ""seconds away from blissful slumber"" body spasm."
26,https://static.garfield.dale.ro/1989/ga890127.gif,Pop! - Pop! Pop! Pop! Pop! Pop! Pop! Pop! Pop! Pop! - We'r eout of popcorn.
